name,Rating,votes,location,cuisines,approx_cost(for two people)
Penthouse Cafe,4.0,328,Banashankari,"Cafe, Italian, Continental",700
Karahi Kitchen,4.0,164,Koramangala 5Th Block,"Andhra, Biryani, Chinese",300
The Bong Palate,3.8,62,Btm,"Bengali, North Indian, Chinese",300
Lalbagh Grand,3.0,23,Basavanagudi,"South Indian, North Indian, Chinese",250
Udupi Upachar,3.4,7,Banashankari,"South Indian, North Indian",500
Mane Holige,4.3,142,Jayanagar,"Mithai, South Indian",200
YORK St.,4.4,944,Koramangala 5Th Block,"Cafe, European, Continental",900
Cafe Shuffle,4.2,153,Banashankari,"Cafe, Italian, Continental",600
The Coastal Crew by Fujian on 24th,4.2,1033,Jp Nagar,"Chinese, Thai, Seafood, North Indian, Momos",1100
Shreyas Upahar & Burger Point,3.1,8,Basavanagudi,"South Indian, Burger",200
The little Kitchen,3.4,6,Jp Nagar,"Chinese, North Indian",300
Peace Restaurant,3.8,659,Koramangala 5Th Block,"Chinese, Tibetan",500
The Cake Lair,3.4,9,Btm,"Bakery, Fast Food, Beverages",600
Bubblewrap Waffle Co.,4.4,360,Jayanagar,"Desserts, Beverages",400
Grillopia,3.9,97,Btm,"Italian, American, Fast Food, Wraps, Rolls, Salad",1000
Two Friends Cauldron,4.1,459,Jp Nagar,"Continental, Italian, American",700
Domino's Pizza,3.7,386,Btm,"Pizza, Fast Food",400
Crumb Together,4.1,590,Jp Nagar,"Continental, Finger Food, North Indian, Chinese",1200
What's In A Name,4.1,1781,Koramangala 5Th Block,"Finger Food, Asian, European, Italian",1200
North Rasoe,3.1,6,Kumaraswamy Layout,"North Indian, Chinese",300
Sri Sapana Dhaba,3.4,9,Btm,North Indian,250
Hari Super Sandwich,4.4,1830,Jayanagar,"Fast Food, Street Food",200
Navami,3.5,80,Jayanagar,"Andhra, North Indian, Chinese, Mangalorean, Seafood, Biryani",750
Nadan Thattukada,3.7,35,Btm,Kerala,200
Smokey Tribe Restaurant,3.8,265,Koramangala 7Th Block,"North Eastern, Chinese",650
Ibaco,4.0,198,Banashankari,Desserts,300
Tandoori Bytes,3.6,60,Kumaraswamy Layout,North Indian,700
Moghul Durbar Restaurant,4.0,336,Jayanagar,"North Indian, Bbq, Kebab, Rolls",550
Biggies Burger 'n' More,3.8,208,Btm,"Cafe, Burger, Fast Food",400
Havmor,3.9,22,Basavanagudi,"Ice Cream, Desserts",200
Aami Bangali,3.6,68,Koramangala 5Th Block,Bengali,700
Salut,4.1,446,Jayanagar,"Continental, Finger Food, Seafood, Pizza",1200
Bangaliana,3.9,453,Koramangala 7Th Block,Bengali,600
Desipun,4.2,344,Koramangala 5Th Block,North Indian,700
Sri Krishna Sweets,3.7,22,Basavanagudi,Mithai,250
Thyme & Whisk,3.9,74,Jayanagar,"Asian, Chinese, Continental, Italian",800
City Cafe,3.3,4,Jp Nagar,"Beverages, Juices, Fast Food, Rolls",200
Shake It Off,4.4,658,Jayanagar,"Beverages, Fast Food",600
The Foodyz,3.7,43,Jp Nagar,"North Indian, Chinese",500
I Cool,4.0,77,Jp Nagar,"Juices, Fast Food",150
Kailash Parbat,3.9,77,Jayanagar,"South Indian, Chinese, North Indian",1200
Funky Punjab,3.9,410,Jp Nagar,"North Indian, Chinese",500
Mudpipe Cafe,4.5,1878,Btm,"Cafe, Continental, Burger",900
Black Deer,4.4,149,Koramangala 5Th Block,"Beverages, Desserts",350
Crawl Street,4.3,2565,Koramangala 5Th Block,"Continental, Finger Food, North Indian, Chinese",1200
Fava Bistro,4.4,385,Koramangala 5Th Block,"Mediterranean, Pizza, Italian, Beverages",1500
Udupi Grand,3.8,76,Basavanagudi,"South Indian, North Indian, Chinese",300
The Krishna Grand Xpress,4.0,137,Jayanagar,"South Indian, Fast Food",350
Tunday Kababi,3.9,1139,Koramangala 5Th Block,"North Indian, Kebab",500
The Marash,4.3,64,Koramangala 5Th Block,"Turkish, Desserts",250
World of Waffles,3.9,181,Jp Nagar,Desserts,400
Punjab Bistro,4.4,456,Koramangala 7Th Block,North Indian,1500
Ragoo's,3.9,234,Jayanagar,"Italian, Pizza, North Indian, Salad",800
Drunkling - Sizzlers and Pub,4.4,344,Koramangala 5Th Block,"Chinese, Continental, North Indian, Burger, Pizza, Seafood",1000
Maria's Goan Kitchen,3.9,392,Koramangala 7Th Block,"Goan, Chinese, Biryani",750
Cafe Cosy,4.1,114,Jayanagar,"Cafe, Chinese, Continental, Fast Food",800
Watson's,4.0,1017,Jp Nagar,"Finger Food, Chinese, Continental",1300
Brew Meister,4.1,975,Jayanagar,"North Indian, Continental, Finger Food, American, Asian",1500
Drunken Monkey,4.2,116,Btm,"Beverages, Fast Food",400
Mockaholic Restro Beer Cafe,3.9,919,Jp Nagar,"North Indian, Chinese, Pizza, Bbq",1000
SGS Non Veg - Gundu Pulav,3.6,68,Jayanagar,"Biryani, Fast Food",400
Donne Biriyani House,3.5,407,Jayanagar,"Biryani, Andhra, Kebab",400
Smoke - The Sizzler House,4.0,1384,Koramangala 7Th Block,"Continental, Chinese, Thai, Italian, Bbq, Steak",1100
Paratha Junction,3.3,397,Jayanagar,"North Indian, Chinese",300
Vyanjan,3.9,203,Btm,"North Indian, Street Food",300
Mr. Beans - Home Cafe,4.2,2710,Koramangala 3Rd Block,"Cafe, Continental, Italian",1000
Cafe Medley,4.2,1061,Koramangala 5Th Block,"Cafe, Continental, Burger",800
Bakers77,4.0,37,Jayanagar,"Bakery, Fast Food",400
Chatter Platter,3.4,30,Btm,"Street Food, North Indian",300
The Ganache Factory,4.2,128,Jayanagar,"Desserts, Bakery",400
Bathinda Junction,4.1,1244,Koramangala 5Th Block,North Indian,600
Black Cup Cafe,3.7,29,Btm,"Cafe, Fast Food, Beverages",400
Caffe Pascucci,4.0,791,Jp Nagar,"Continental, Italian, Beverages",1300
Namma Banashankari Donne Biryani,4.0,99,Jp Nagar,"Biryani, Kebab",250
Meghana Foods,4.4,7220,Koramangala 5Th Block,"Biryani, Seafood, Andhra, North Indian",600
Aramane Donne Briyani,3.9,339,Jp Nagar,"Biryani, Fast Food",300
Pizza Paradise,3.6,60,Jp Nagar,Pizza,500
1441 Pizzeria,4.1,140,Jp Nagar,"Pizza, Salad",800
Sea Spice by 7 Star,4.0,350,Banashankari,"Seafood, Biryani, Beverages, South Indian, North Indian, Kebab",1200
Maiyas,4.0,1782,Jayanagar,"North Indian, South Indian, Fast Food, Juices",200
Meenu Oota Da Maane,4.2,294,Koramangala 5Th Block,"Seafood, Mangalorean, Chinese",800
Potato Bae,4.1,56,Koramangala 5Th Block,Fast Food,500
Alankrutha,3.9,257,Btm,"Andhra, Biryani, North Indian, Chinese",500
Mountain Spice,3.9,187,Koramangala 8Th Block,"Chinese, Nepalese, Tibetan, Momos",400
David's Kitchen,3.6,14,Btm,"North Indian, South Indian, Chinese",200
Prems Graama Bhojanam,4.3,326,Jayanagar,South Indian,400
La Casa,3.6,570,Jayanagar,"Continental, Italian, Chinese, North Indian",800
Mayur,3.7,21,Hosur Road,"Andhra, North Indian, Chinese, Seafood",700
Szechuan Dragon,4.2,1654,Banashankari,"Chinese, Thai, Momos",600
Iceberg Icecreams,4.0,41,Basavanagudi,"Desserts, Ice Cream",250
By 2 Coffee,4.3,319,Basavanagudi,South Indian,100
Juice 99,3.5,20,Btm,Beverages,150
Fiero! Pizzeria,4.0,62,Koramangala 6Th Block,"Italian, Fast Food, Pizza",400
Laziz Pizza,3.8,42,Koramangala 7Th Block,"Fast Food, Burger, Pizza",400
The Grillo,2.8,80,Jayanagar,"North Indian, Mughlai, Chinese, South Indian, Mangalorean",700
Mini Punjabi Dhaba,4.2,296,Banashankari,North Indian,350
Bistro Oui,4.1,401,Koramangala 5Th Block,"Cafe, Continental, Salad, Steak",1200
Churchill's,4.1,1406,Jp Nagar,"North Indian, Continental",1100
The Jade Kitchen,4.0,118,Jp Nagar,"Chinese, Thai",600
Anand Donne Biriyani,3.7,46,Jayanagar,Biryani,200
Andhra Ruchulu,4.2,1432,Jp Nagar,"Andhra, North Indian",800
BelgYum,4.0,70,Koramangala 7Th Block,Desserts,400
Burger Lounge,3.6,74,Koramangala 5Th Block,"Burger, Fast Food, Beverages",600
Rajanna Military Hotel,4.1,167,Jayanagar,"Biryani, Fast Food",400
New Punjabi Hotel,3.7,179,Btm,"North Indian, Chinese",400
Shuddh Desi Khana,4.1,600,Bannerghatta Road,North Indian,400
Baisakhi,3.8,528,Basavanagudi,North Indian,500
Tasty Jigarthanda,3.4,11,Btm,"Beverages, Ice Cream",150
1947,4.1,2312,Jayanagar,"North Indian, Chinese",950
Lot Like Crepes,4.6,1024,Koramangala 7Th Block,"Cafe, Desserts, Continental",550
Chefie,3.5,15,Btm,"Continental, Fast Food, Italian, North Indian",200
Funky Punjab,3.8,125,Btm,"North Indian, Chinese",400
Harry's Bar + Cafe,4.2,1368,Koramangala 7Th Block,"Asian, American, Mexican",1400
Gowdru Mane Oota,3.7,83,Jp Nagar,"South Indian, Andhra",400
Rajastani Rasoi,3.2,5,Basavanagudi,North Indian,100
Hyderabad Biryaani House,4.1,1114,Koramangala 5Th Block,"Biryani, North Indian, Chinese, Hyderabadi",750
De Thaali,3.9,144,Jayanagar,"North Indian, Chinese",550
Arya Hungry?,4.3,278,Koramangala 7Th Block,North Indian,450
Ross Kitchen,3.6,24,Btm,Chinese,400
UBQ By Barbeque Nation,3.5,9,Jp Nagar,"North Indian, Bbq, Biryani, Kebab",450
Nandhini Deluxe,3.5,335,Jayanagar,North Indian,600
Rajdhani Thali Restaurant,3.9,887,Jp Nagar,North Indian,900
Kadala Tarangaa,3.6,130,Banashankari,"Mangalorean, Seafood, North Indian",600
Cucumber Town,4.2,310,Btm,"Kerala, North Indian",600
Durga Sagar,3.4,8,Shanti Nagar,South Indian,150
Tree Top,3.8,75,Wilson Garden,"Continental, Chinese, North Indian, South Indian",1000
Gramin,4.3,3451,Koramangala 7Th Block,North Indian,600
A Hole Lotta Love Cafe,4.4,2862,Koramangala 5Th Block,"Cafe, American, Burger, Sandwich, Beverages",600
Mangalore Pearl,3.8,244,Jayanagar,"Mangalorean, Seafood, Chinese, Biryani",650
Casa Piccosa,4.1,847,Jp Nagar,"South American, Continental, Italian",1100
The Krishna Grand,3.9,892,Banashankari,"North Indian, South Indian, Chinese, Fast Food, Juices",750
Bake and Juice,3.5,15,Btm,Fast Food,400
Krazzy Folds,4.3,1908,Jayanagar,"Cafe, Continental, Sandwich, Beverages",800
Sambram Biriyani Paradise,3.6,96,Jp Nagar,"Biryani, North Indian, Chinese",600
Nagarjuna Chimney,4.0,923,Jayanagar,"Andhra, Biryani",600
Vietnamese Kitchen,3.6,104,Banashankari,Vietnamese,700
Asia Kitchen By Mainland China,4.9,2202,Koramangala 5Th Block,"Asian, Chinese, Thai, Momos",1500
Zingron,4.0,511,Koramangala 7Th Block,"Chinese, Naga",750
Timepass Dinner,3.8,291,Basavanagudi,North Indian,600
Aniram's,4.1,740,Jp Nagar,"Chinese, North Indian",500
Bombay Kulfis,3.9,28,Koramangala 5Th Block,Ice Cream,200
Thamboola,3.8,139,Banashankari,"North Indian, Chinese, Continental",800
Crunchy Nights,3.7,28,Btm,"North Indian, Chinese, Continental",350
Clove Rooftop,3.8,234,Jayanagar,"Konkan, Seafood",1000
Gufha - The President Hotel,4.1,1885,Jayanagar,"North Indian, Mughlai, Afghan",1200
Habitts,3.7,61,Btm,"Fast Food, Burger, Italian, Beverages",350
Desi Rasoi,3.8,363,Jayanagar,"Biryani, North Indian, Chinese, Rajasthani",600
Nellore Ruchulu,3.7,32,Bannerghatta Road,"North Indian, South Indian, Chinese",800
Eat Repeat,3.9,104,Basavanagudi,South Indian,150
Kapoor's Cafe,4.2,160,Jayanagar,North Indian,800
Chulha Chauki Da Dhaba,4.3,2420,Jp Nagar,North Indian,800
Just Bake,3.8,32,Jayanagar,"Bakery, Desserts",400
Nanna Munna Paratha House,4.0,109,Btm,North Indian,300
Biriyani Mane,3.9,130,Jayanagar,"North Indian, Biryani",400
Rotti Mane,3.7,15,Jayanagar,South Indian,200
Grills And Tandoor,3.7,109,Koramangala 5Th Block,"North Indian, Chinese",900
Oye Amritsar,3.8,765,Jp Nagar,North Indian,600
Chung Wah,3.7,329,Jayanagar,"Chinese, Thai, Momos",850
Zhang's - Chinese Restaurant,4.1,590,Jp Nagar,"Chinese, Momos",700
Butter Cup,3.5,9,Jayanagar,"Desserts, Bakery",250
Chung's Chinese Corner,3.9,224,Jayanagar,Chinese,700
Buff Buffet Buff,4.5,3151,Koramangala 5Th Block,"North Indian, Chinese, Continental, Thai, Salad",1500
Tim Tai,4.4,3675,Koramangala 5Th Block,"Chinese, Thai, Asian, Malaysian, Vietnamese, Sri Lankan, Burmese",1400
The Lounge - Eden Park Restaurants,3.8,152,Jayanagar,"North Indian, Afghan",1350
Punjabi Raswada,3.5,432,Jayanagar,North Indian,800
Gundu Pulav,3.3,4,Jayanagar,Biryani,400
Mint and Mustard,4.0,245,Basavanagudi,"North Indian, Chinese",750
Namma Kudla,4.0,200,Jp Nagar,"Mangalorean, North Indian, Chinese, Seafood",400
China Pearl,4.4,1853,Koramangala 6Th Block,Chinese,1100
Bonsouth,4.2,2618,Koramangala 5Th Block,"Chettinad, Andhra, Kerala",1300
The Denny's,3.7,93,Jayanagar,"North Indian, Chinese",900
Jalpaan,4.0,870,Jayanagar,"North Indian, Continental",900
Central Jail Restaurant,3.8,416,Jayanagar,"Andhra, Seafood, North Indian, Chinese",700
Chutney Chang,4.1,2345,Jayanagar,"North Indian, Chinese, Bbq",1500
Kataria's Pakwan,3.3,97,Kumaraswamy Layout,North Indian,400
Kamat Bugle Rock,3.9,544,Basavanagudi,"South Indian, Fast Food",300
Halli Rotti Manne,3.4,9,Jayanagar,South Indian,100
Sultans of Spice,4.5,3464,Koramangala 5Th Block,"North Indian, Mughlai, Salad",1300
Subz,4.2,2027,Jayanagar,"North Indian, South Indian",1000
Hotel Ruchi Priya,3.6,22,Wilson Garden,North Indian,350
B.M.W Bhookh Mitaane Wala,3.6,13,Jp Nagar,"North Indian, South Indian, Chinese",500
Cable Car,4.3,1245,Jayanagar,"North Indian, Italian",1000
Hungry Buddies,3.4,34,Btm,North Indian,150
Punjabi Times,4.1,1028,Bannerghatta Road,North Indian,1000
Vindu Andhra Ruchulu,3.8,283,Jayanagar,"Biryani, North Indian, Andhra",800
Pallavi North Indian Veg Restaurant,3.7,246,Jp Nagar,"Biryani, North Indian, Chinese",450
Mandi,3.8,562,Jp Nagar,North Indian,800
Friends Night Kitchen,3.8,110,Koramangala 6Th Block,"Italian, Pizza",400
Kollapuri's,3.6,135,Jayanagar,Maharashtrian,600
Samskruti - Sanman Gardenia,4.0,141,Jayanagar,"North Indian, Chinese, South Indian",550
Sattvam,4.3,359,Jp Nagar,"North Indian, South Indian",1200
Kesariya,4.2,1216,Jp Nagar,Rajasthani,1200
Nandhana Palace,4.3,1079,Jp Nagar,"Andhra, Biryani, North Indian, Chinese",800
Narmadha's Hyderabad Biriyani,3.9,205,Btm,"Biryani, North Indian, Andhra",550
Coastal Mama,4.1,468,Jp Nagar,"Konkan, Mangalorean, North Indian, Seafood",700
Tasty Bites,3.8,217,Jp Nagar,North Indian,450
Royal Chef Naati Oota,4.0,194,Jp Nagar,"South Indian, Biryani, North Indian",500
Keshava Kabab Centre,3.2,7,Jp Nagar,North Indian,200
NEW SUNRISE RESTAURANTS,2.7,39,Jp Nagar,"North Indian, Chinese, Biryani",500
Sea Horse,3.4,9,Jp Nagar,"Seafood, Chinese, South Indian, North Indian",500
Nati Biriyani Mane,3.2,4,Jp Nagar,"Biryani, South Indian",200
North Indian Meals,3.2,5,Jp Nagar,North Indian,300
Chilli N Chicken,3.2,4,Jp Nagar,Andhra,400
Uttara Karanataka Mess,3.3,5,Jp Nagar,South Indian,200
Combo Box,3.0,20,Koramangala 7Th Block,"North Indian, Biryani, Chinese",500
Eshanya,4.1,1080,Jayanagar,"North Indian, Chinese",1000
HungerLoft,2.6,109,Btm,"North Indian, Chinese, Arabian",800
Sagar Fast Food,3.7,67,Btm,"South Indian, Chinese, North Indian",300
Dice N Dine,4.3,1805,Koramangala 5Th Block,"Continental, Cafe, Italian, Fast Food, Steak",900
South Kitchen,4.3,276,Basavanagudi,South Indian,100
Juice Fresco,3.4,7,Koramangala 4Th Block,Beverages,150
The Lassi Park,4.1,184,Jayanagar,"Juices, Desserts",200
Calvin's,3.8,431,Koramangala 5Th Block,Desserts,800
Elmas Restaurant,3.5,34,Koramangala 7Th Block,"North Indian, Kerala, Chinese, Biryani, Seafood, South Indian",650
Namms Cafe,3.2,8,Koramangala 2Nd Block,"Biryani, South Indian, Fast Food, Rolls, Kebab, North Indian",300
Bottle Breacher,4.2,1197,Jp Nagar,"Italian, Continental",1200
The Little Kitchen,3.5,11,Jp Nagar,"Chinese, North Indian",300
Pabrai's Fresh & Naturelle Icecreams,3.9,128,Koramangala 5Th Block,"Ice Cream, Desserts",200
Checkpost,4.1,957,Jp Nagar,"South Indian, Seafood, North Indian, Beverages",600
Dr. Sheesha,4.1,1453,Jp Nagar,"Cafe, Chinese, Continental, Italian",800
Peppy Peppers,4.2,256,Banashankari,"Italian, North Indian, Mexican",800
Roving Feast,4.0,1048,Banashankari,"Italian, Continental, Fast Food, Chinese, Momos",450
Apsara Ice Cream,4.2,251,Jp Nagar,"Ice Cream, Desserts",200
Anjappar,3.1,97,Jp Nagar,"Chettinad, South Indian",650
Alfa Family Restaurant,3.0,29,Wilson Garden,"North Indian, Arabian, Chinese",400
Arun Icecreams,3.4,6,Jp Nagar,Ice Cream,200
Cariocake,3.9,56,Jp Nagar,"Bakery, Desserts",350
California Burrito,3.3,9,Jp Nagar,"Mexican, Fast Food",400
Beach Hut,3.5,134,Jp Nagar,"North Indian, Chinese",650
Rolls On Wheels,2.8,127,Btm,"Fast Food, Rolls, Momos",300
Harshi Super Sandwich,3.8,149,Basavanagudi,"Fast Food, Street Food",150
Mast Kalandar,2.3,176,Jp Nagar,North Indian,450
Targaryen's Kitchen,3.6,25,Jp Nagar,"North Indian, Bengali, Chinese",550
Durbari Restaurant,3.2,4,Jp Nagar,"North Indian, Chinese, Mughlai",600
Oggarne,3.2,13,Wilson Garden,"South Indian, North Indian, Chinese",300
Ghee Rice Family Restaurant,3.4,16,Wilson Garden,"North Indian, Chinese, Biryani",600
South Indian Kitchen,3.3,6,Jp Nagar,"Asian, Bbq, South Indian, Chinese",300
Mongolian Kitchen,3.8,30,Btm,"Chinese, Mongolian",300
Parivar,3.8,110,Jayanagar,"North Indian, Chinese",500
Dakshin Food Palace,3.7,43,Jp Nagar,"South Indian, North Indian, Chinese",450
Lassi Magic,3.5,12,Btm,"Beverages, Sandwich",150
Parivaar,2.9,20,Koramangala 7Th Block,"Biryani, North Indian, Chinese",600
Tea Villa Cafe,4.2,657,Jayanagar,"Cafe, Continental, Mediterranean, Italian, Desserts",800
Milano Ice Cream,4.5,208,Jayanagar,"Ice Cream, Desserts",400
Natural Ice Cream,4.4,369,Jayanagar,"Ice Cream, Beverages",200
Cakewala,4.3,661,Jayanagar,"Bakery, Desserts",500
The Caramelts Cafe,4.1,227,Jayanagar,"Cafe, Salad, Wraps, Beverages",800
Amma's Pastries,4.2,245,Jayanagar,Bakery,400
Cool Joint,4.2,822,Jayanagar,"Beverages, Desserts",250
Polar Bear,4.0,150,Jayanagar,"Ice Cream, Desserts, Beverages, Sandwich",400
Roll Over,4.1,439,Jayanagar,"Ice Cream, Beverages, Fast Food",500
Starbucks,4.1,109,Jayanagar,"Cafe, Desserts",700
Ibaco,4.0,129,Jayanagar,Desserts,300
Sri Venkateshwara Sweet Meat Stall,4.1,201,Jayanagar,Street Food,250
Apsara Ice Cream,4.1,60,Jayanagar,"Ice Cream, Desserts",200
Jodhpur Sweets,2.9,10,Jayanagar,"Mithai, Street Food, Rajasthani",150
KC Das - Klassic Foods,3.0,18,Jayanagar,"Mithai, Street Food",200
Me And My Cake,3.3,4,Jayanagar,"Bakery, Desserts",500
Poonam Sweets,4.4,358,Banashankari,Mithai,150
CakeZone,4.1,338,Btm,"Bakery, Desserts",500
Old Mumbai Ice Cream,4.0,38,Banashankari,Ice Cream,150
Stoned Monkey,4.3,865,Banashankari,"Desserts, Ice Cream",500
Sweet Truth,3.8,51,Jp Nagar,"Bakery, Desserts",500
TAB - Take A Break,4.1,523,Jp Nagar,"Cafe, Continental, Italian",550
Cream Stone,4.0,321,Jp Nagar,"Desserts, Beverages",500
Venkateshwara Sweets and Restaurant,3.6,41,Jp Nagar,"South Indian, Mithai, Chinese, North Indian",400
Frozen Bottle,3.7,60,Jp Nagar,"Beverages, Desserts, Ice Cream",400
Thanco's Natural Ice Creams,3.2,10,Banashankari,Ice Cream,300
M. R. G Sweets Angadi,3.3,9,Jp Nagar,"Street Food, Mithai",150
Bombay Kulfis,3.3,11,Jp Nagar,Ice Cream,200
The Cake Shop Mayura,3.6,13,Jp Nagar,"Bakery, Desserts",800
Protein Grillhouse,4.3,191,Jayanagar,"Healthy Food, Continental, Juices, Salad, Burger, Beverages, Desserts",800
Sea Lions BBQ & Grills,4.6,545,Jayanagar,"North Indian, Chinese, Mughlai, Mexican, Bbq",1100
Fusion Theory,4.1,218,Jayanagar,"Continental, Biryani, Desserts, Italian, North Indian, Chinese, Modern Indian, Asian",700
Subz,4.2,2031,Jayanagar,"North Indian, South Indian",1000
Meghana Foods,4.5,4455,Jayanagar,"Biryani, North Indian, Chinese",600
Gufha - The President Hotel,4.1,1889,Jayanagar,"North Indian, Mughlai, Afghan",1200
1947,4.1,2317,Jayanagar,"North Indian, Chinese",950
Go Native,4.3,1268,Jayanagar,"Healthy Food, Cafe, Beverages",800
Cable Car,4.3,1257,Jayanagar,"North Indian, Italian",1000
Thyme & Whisk,4.2,78,Jayanagar,"Asian, Chinese, Continental, Italian",800
Al-Bek,4.0,692,Jayanagar,"North Indian, Mughlai, Chinese, Seafood",650
Ranganna Military Hotel,4.2,734,Jayanagar,"South Indian, Biryani",350
Kapoor's Cafe,4.0,169,Jayanagar,North Indian,800
Shanmukha,4.3,2020,Jayanagar,"Biryani, Andhra, North Indian, Chinese",800
Eshanya,4.1,1082,Jayanagar,"North Indian, Chinese",1000
Mainland China,4.3,891,Jayanagar,"Chinese, Momos",1700
Central Jail Restaurant,3.7,420,Jayanagar,"Andhra, Seafood, North Indian, Chinese",700
Andhra Ruchulu,4.1,672,Jayanagar,"Andhra, Biryani, North Indian, Chinese",1000
Alchemy Coffee Roasters,4.2,714,Jayanagar,Cafe,500
Brew Meister,4.1,976,Jayanagar,"North Indian, Continental, Finger Food, American, Asian",1500
Rooftop Cafe,4.1,803,Jayanagar,"Cafe, Fast Food, Beverages",400
Empire Restaurant,4.4,4912,Jayanagar,"North Indian, Mughlai, South Indian, Chinese",750
Moghul Durbar Restaurant,4.0,339,Jayanagar,"North Indian, Bbq, Kebab, Rolls",550
Jalpaan,4.0,871,Jayanagar,"North Indian, Continental",900
Nagarjuna Chimney,4.0,927,Jayanagar,"Andhra, Biryani",600
Biryanis And More,4.1,620,Jayanagar,"Biryani, North Indian, Chinese, Andhra, South Indian",750
Fabcafe,3.8,11,Jayanagar,"Cafe, Healthy Food",800
Enerjuvate Studio & Cafe,4.2,743,Jayanagar,"Cafe, Continental, Beverages, Healthy Food, Desserts, Sandwich, Pizza, Salad",800
Cafe Cosy,4.2,117,Jayanagar,"Cafe, Chinese, Continental, Fast Food",800
Rajathadri Food Fort,4.0,469,Jayanagar,"South Indian, North Indian, Chinese, Street Food",600
Mangalore Pearl,3.8,245,Jayanagar,"Mangalorean, Seafood, Chinese, Biryani",650
Patio 805,4.0,370,Jayanagar,"Thai, Vietnamese, Asian, Chinese",1200
Eurasia Pasta and Barbeque by Little Italy,4.0,1065,Jayanagar,"Italian, Fast Food, Salad, Bbq",1200
Karma Kaapi,4.5,184,Jayanagar,"Beverages, Tea",250
Chung's Chinese Corner,3.9,225,Jayanagar,Chinese,600
SlimSins Cafe,4.1,715,Jayanagar,"Cafe, Healthy Food",850
Cafe Ajfan,4.2,268,Jayanagar,"Cafe, Continental, Beverages",700
LIT Gastro Pub,3.4,215,Jayanagar,"Chinese, Continental, Burger, Pizza",1000
Krazzy Folds,4.2,1919,Jayanagar,"Cafe, Continental, Sandwich, Beverages",800
The Blue Wagon - Kitchen,4.6,256,Jayanagar,"Cafe, Beverages",400
Golden Oak - La Marvella Sarovar Premiere Hotel,3.9,371,Jayanagar,"North Indian, Continental, Chinese, South Indian",1000
Punjabi Raswada,3.6,432,Jayanagar,North Indian,800
Starbucks,4.1,110,Jayanagar,"Cafe, Desserts",700
Euki,4.0,553,Jayanagar,"Italian, Mexican",900
Biriyani Mane,3.7,159,Jayanagar,"Biryani, Chinese, North Indian",700
